incident_id,call_id,branch,risk_level,case_category,human_required,p0_signals,alcaldia,lat,lon,created_at
INC-000051,944ad376-6c9e-447b-9ef6-50e5d34263a6,mid,5,public_services,True,,cuauhtemoc,19.429734,-99.143371,2026-05-19T10:40:41.405650
INC-000052,53462fdc-b612-464f-bd53-470f9d8e4b82,critical,8,security,True,violencia_sexual,cuauhtemoc,19.452065,-99.150277,2026-05-17T19:16:41.405650
INC-000053,1450dd8c-66a1-47f0-afb8-d904fdcf2567,mid,5,victim_attention,True,,cuauhtemoc,19.45094,-99.136575,2026-05-31T05:14:41.405650
INC-000054,481f98cb-35ec-449b-aaed-0e8728b9a858,low,1,victim_attention,False,,cuauhtemoc,19.412184,-99.147605,2026-05-27T17:25:41.405650
INC-000055,7d8b1eb9-29d8-4408-9e7d-325ac0cb8bfe,mid,5,public_services,True,,cuauhtemoc,19.415064,-99.143274,2026-05-08T10:09:41.405650
INC-000056,06f33639-406f-44e9-96cc-ea1ca9908ef5,low,1,public_services,False,,cuauhtemoc,19.408456,-99.126434,2026-05-20T12:50:41.405650
INC-000057,583dc34c-867b-4c2e-9931-f2d4d68d4505,critical,8,victim_attention,True,"arma_fuego,privacion_libertad,incendio_activo",cuauhtemoc,19.424253,-99.161532,2026-05-20T15:10:41.405650
INC-000058,a5038657-9482-438d-9f17-f34e3ba4577d,critical,8,medical,True,arma_fuego,cuauhtemoc,19.429353,-99.146324,2026-06-05T15:38:41.405650
INC-000059,2e683ddd-9252-4aeb-8088-1daa8dc282d9,mid,5,public_services,True,,cuauhtemoc,19.445553,-99.142395,2026-06-01T06:14:41.405650
INC-000060,fe6be1f7-834b-4b42-9472-e9d8d4796938,mid,5,medical,True,,cuauhtemoc,19.41475,-99.143898,2026-05-15T14:07:41.405650
INC-000061,2c4f65fe-d319-4a83-9f41-959d3ca073fb,mid,5,protection_civil,True,,gustavo_a_madero,19.508354,-99.112033,2026-06-02T14:26:41.405650
INC-000062,2d308aef-bc68-4657-884e-3ba660c54147,critical,9,public_services,True,"arma_fuego,inconsciente",gustavo_a_madero,19.511809,-99.093157,2026-05-22T00:24:41.405650
INC-000063,169a74e8-3c13-4a2b-91cf-1a910e52c910,mid,5,public_services,True,,gustavo_a_madero,19.478195,-99.097358,2026-06-01T13:18:41.405650
INC-000064,e603f420-836b-4e13-b0e4-fb7de26551e4,mid,5,protection_civil,True,,gustavo_a_madero,19.480719,-99.118906,2026-05-27T19:48:41.405650
INC-000065,1552433d-6301-4d61-8020-27754f0c974e,mid,5,social_support,True,,gustavo_a_madero,19.471958,-99.124909,2026-05-15T17:18:41.405650
INC-000066,399c89a0-4bfb-4a4e-8dae-ccc75ef722e5,critical,9,social_support,True,"inconsciente,dificultad_respiratoria,sangrado_grave",gustavo_a_madero,19.491367,-99.101273,2026-05-17T21:20:41.405650
INC-000067,6673620f-7f69-4788-8c6f-511e96174e81,mid,5,medical,True,,gustavo_a_madero,19.479669,-99.107647,2026-05-22T05:36:41.405650
INC-000068,8d9a207e-9e70-492e-9e1c-e40f9e246f46,critical,8,victim_attention,True,privacion_libertad,gustavo_a_madero,19.474194,-99.12089,2026-05-27T21:38:41.405650
INC-000069,3009107e-dc21-483b-9c91-581a4f9aea8b,critical,8,social_support,True,"privacion_libertad,arma_fuego",gustavo_a_madero,19.480018,-99.108276,2026-05-13T10:09:41.405650
INC-000070,ec705e8b-8408-49c3-bea1-af53085f8529,low,1,victim_attention,False,,gustavo_a_madero,19.484822,-99.127737,2026-05-14T10:59:41.405650
INC-000071,f504c973-8f54-4dc8-9c0b-053f8a284d5d,critical,8,victim_attention,True,"violencia_familiar,inconsciente",iztacalco,19.404905,-99.068723,2026-05-09T16:11:41.405650
INC-000072,a2f6b1bf-b0e2-4a39-9a70-1531d40723f8,low,1,medical,False,,iztacalco,19.408224,-99.079587,2026-05-20T22:02:41.405650
INC-000073,68a69717-efee-4d9f-9881-73a1ba6ae254,mid,5,public_services,True,,iztacalco,19.399647,-99.108212,2026-05-22T08:00:41.405650
INC-000074,02fca120-7316-45cd-9f58-71687cce3d1b,mid,5,social_support,True,,iztacalco,19.407275,-99.096279,2026-06-01T05:42:41.405650
INC-000075,6e0dd7d9-0dfd-4e22-8118-4338b80ca223,low,1,security,False,,iztacalco,19.376522,-99.091155,2026-05-22T19:06:41.405650
INC-000076,7c2e24ad-ebe4-4221-9937-6a7d3ca90d75,mid,5,public_services,True,,iztacalco,19.376649,-99.074692,2026-06-03T11:47:41.405650
INC-000077,598d7db7-59bd-4376-b194-cc8c441c9184,low,1,medical,False,,iztacalco,19.384378,-99.105713,2026-05-11T22:44:41.405650
INC-000078,d65ee770-edd0-48fe-befd-25e320bb91ee,low,1,medical,False,,iztacalco,19.411163,-99.089129,2026-06-02T04:06:41.405650
INC-000079,4f35f203-62c8-47be-a8da-a5c2dd427c72,mid,5,protection_civil,True,,iztacalco,19.369065,-99.089391,2026-05-27T00:34:41.405650
INC-000080,22604fbb-1f49-47c5-9071-f83530bd969e,low,1,medical,False,,iztacalco,19.374762,-99.084843,2026-05-14T14:39:41.405650
INC-000081,648ffb62-5977-4c0b-8176-4af6f7f0f396,low,1,public_services,False,,iztapalapa,19.360095,-99.045353,2026-05-26T09:57:41.405650
INC-000082,18989e5f-715e-4692-be44-2496cc33d320,mid,5,protection_civil,True,,iztapalapa,19.368343,-99.056055,2026-05-30T13:29:41.405650
INC-000083,e4c8c009-db1e-4911-8bc3-b0004442628d,low,1,medical,False,,iztapalapa,19.336822,-99.062402,2026-05-24T19:12:41.405650
INC-000084,c1ade74c-5764-4d5a-be0e-0550fbb10b43,critical,9,social_support,True,arma_fuego,iztapalapa,19.335624,-99.035694,2026-05-13T11:41:41.405650
INC-000085,402faf23-fbd6-45e3-996f-055a40214e35,low,1,medical,False,,iztapalapa,19.369988,-99.072208,2026-06-01T21:53:41.405650
INC-000086,a82d9a6f-f395-4f6e-b4a1-800d87b1cc1b,low,1,social_support,False,,iztapalapa,19.359143,-99.033465,2026-05-26T02:57:41.405650
INC-000087,fa36311e-b621-4de2-adc1-42facd8a686b,mid,5,security,True,,iztapalapa,19.337177,-99.071586,2026-05-25T14:21:41.405650
INC-000088,62c86c05-758b-4cab-beaa-efd34882fd2c,low,1,public_services,False,,iztapalapa,19.358322,-99.053581,2026-05-17T07:12:41.405650
INC-000089,ef1eceb0-d325-4e53-9de9-46c081cf0216,mid,5,social_support,True,,iztapalapa,19.364059,-99.038314,2026-05-09T10:46:41.405650
INC-000090,d557ba30-7419-43aa-a00f-b46fa384198d,critical,8,public_services,True,violencia_sexual,iztapalapa,19.335426,-99.065099,2026-05-28T22:08:41.405650
INC-000091,d1cf083e-4048-4414-a4b1-391747b5e73b,low,1,medical,False,,magdalena_contreras,19.300847,-99.232387,2026-05-29T20:57:41.405650
INC-000092,139dbbfe-e39e-44ca-b684-9c0dcd9fd0f1,mid,5,protection_civil,True,,magdalena_contreras,19.299341,-99.237092,2026-05-15T19:01:41.405650
INC-000093,f760d3d1-9c41-4134-8896-ba2d92b3a44a,low,1,protection_civil,False,,magdalena_contreras,19.299204,-99.226049,2026-05-23T04:22:41.405650
INC-000094,ab0aae43-0bcf-4935-bdb6-be6f8a65072a,mid,5,public_services,True,,magdalena_contreras,19.278124,-99.248596,2026-05-29T19:18:41.405650
INC-000095,bc723911-6d4f-40e9-ae79-e2daae3d3e9d,low,1,medical,False,,magdalena_contreras,19.280907,-99.245811,2026-05-17T20:21:41.405650
INC-000096,be10a7ac-3844-476c-83ed-2ccdcc342752,critical,8,public_services,True,"inconsciente,arma_fuego,dificultad_respiratoria",magdalena_contreras,19.31714,-99.24519,2026-05-26T08:41:41.405650
INC-000097,c02e7a15-5b6f-4b9d-90ca-2bdba649f148,low,1,protection_civil,False,,magdalena_contreras,19.283505,-99.231134,2026-05-07T16:15:41.405650
INC-000098,1f80eeab-2df2-4a72-a9c0-6d53979dd5b8,mid,5,victim_attention,True,,magdalena_contreras,19.302778,-99.224335,2026-05-30T02:15:41.405650
INC-000099,6a465b2f-0bc4-421c-9c57-e128fdedf8af,mid,5,medical,True,,magdalena_contreras,19.316308,-99.260835,2026-05-21T00:12:41.405650
INC-000100,3ccd675f-25e7-4e40-8925-d9b887fe1e77,critical,9,victim_attention,True,"incendio_activo,violencia_familiar,dificultad_respiratoria",magdalena_contreras,19.281004,-99.227706,2026-05-30T18:45:41.405650
INC-000101,e0b4225b-0926-4fe5-b564-50eede0860e5,mid,5,victim_attention,True,,miguel_hidalgo,19.449315,-99.209534,2026-05-21T01:03:41.405650
INC-000102,ac961dcc-e50d-4373-959f-e26cb8c849c4,mid,5,public_services,True,,miguel_hidalgo,19.435377,-99.213575,2026-06-02T11:13:41.405650
INC-000103,58afcf33-53df-4c52-a128-f4a2a3033497,low,1,medical,False,,miguel_hidalgo,19.447091,-99.178494,2026-06-02T17:48:41.405650
INC-000104,95eaa4cf-c1ec-4788-a38a-d06205e36633,low,1,security,False,,miguel_hidalgo,19.431047,-99.200566,2026-05-23T15:48:41.405650
INC-000105,1bcd1253-1002-4d05-a1d6-80b546251d5c,mid,5,public_services,True,,miguel_hidalgo,19.436788,-99.219904,2026-05-09T12:31:41.405650
INC-000106,5abec4cf-1676-414a-a9ec-93c836b2ccda,low,1,protection_civil,False,,miguel_hidalgo,19.431814,-99.181458,2026-05-30T22:54:41.405650
INC-000107,919716ca-f196-4e2c-a0d0-f79740196d44,mid,5,security,True,,miguel_hidalgo,19.438523,-99.18786,2026-06-01T19:18:41.405650
INC-000108,f09bf29e-04c0-404b-b7f7-d8b7ae498d0a,mid,5,public_services,True,,miguel_hidalgo,19.428949,-99.21025,2026-05-14T11:06:41.405650
INC-000109,aaac2c25-8de2-4515-87c5-1bb1bc5eff1a,mid,5,public_services,True,,miguel_hidalgo,19.431897,-99.219499,2026-05-11T07:44:41.405650
INC-000110,297c19d6-06dd-4bba-9048-a44ab5194c21,low,1,public_services,False,,miguel_hidalgo,19.410955,-99.221474,2026-05-29T07:05:41.405650
INC-000111,8e333094-309c-47f9-aad6-24025b7a6b63,low,1,security,False,,milpa_alta,19.194293,-99.007575,2026-05-13T12:31:41.405650
INC-000112,c5aeec35-26f6-4c65-beae-00eb4111faf7,low,1,protection_civil,False,,milpa_alta,19.185704,-99.01697,2026-05-13T18:28:41.405650
INC-000113,8f4478ca-0227-47a3-a8c1-a8eed9d93736,critical,9,medical,True,"violencia_sexual,privacion_libertad,violencia_familiar",milpa_alta,19.186232,-99.019734,2026-05-22T18:58:41.405650
INC-000114,b4c18687-e23a-4420-b0bf-348b1e911b50,mid,5,protection_civil,True,,milpa_alta,19.168999,-99.020402,2026-05-28T04:50:41.405650
INC-000115,e2ff7059-c955-4090-9fe7-75d05f46d068,mid,5,medical,True,,milpa_alta,19.18815,-99.00773,2026-05-07T09:47:41.405650
INC-000116,a8ca16c9-5397-41b3-94ba-9a7009cb5e8b,low,1,medical,False,,milpa_alta,19.170737,-99.037081,2026-05-10T09:41:41.405650
INC-000117,dd66fb04-3a71-4a75-bf53-af9e9c0be655,low,1,victim_attention,False,,milpa_alta,19.178036,-99.035023,2026-06-02T00:18:41.405650
INC-000118,2074afcc-95c9-45e8-a08e-c95d80278467,low,1,social_support,False,,milpa_alta,19.192803,-99.001049,2026-05-16T23:01:41.405650
INC-000119,8b6db391-b6c1-42e7-b072-d2ccdcfb45ff,critical,9,medical,True,"privacion_libertad,inconsciente",milpa_alta,19.17743,-99.04155,2026-05-16T04:05:41.405650
INC-000120,e7ca4776-9136-42b0-92a8-7763f81b3f37,low,1,security,False,,milpa_alta,19.198753,-99.013422,2026-05-08T08:26:41.405650
INC-000121,32d95df6-7197-478a-a322-df2c6da76192,mid,5,victim_attention,True,,tlahuac,19.271513,-99.024936,2026-05-15T04:46:41.405650
INC-000122,161c80ec-24c5-49a6-afa7-80dd181e0365,low,1,victim_attention,False,,tlahuac,19.272617,-99.00991,2026-05-23T01:17:41.405650
INC-000123,3a61da48-67df-4ff3-927c-2eecca1657ae,low,1,protection_civil,False,,tlahuac,19.285358,-99.026239,2026-05-07T14:35:41.405650
INC-000124,38278544-89e4-470e-a210-c0d3060bdcb1,critical,9,victim_attention,True,privacion_libertad,tlahuac,19.287839,-99.022542,2026-05-20T10:07:41.405650
INC-000125,f08f3c5d-cc67-4bdc-afdc-698400818922,critical,8,victim_attention,True,"inconsciente,incendio_activo",tlahuac,19.275057,-99.006515,2026-05-31T17:18:41.405650
INC-000126,826d1f7d-8ce4-426a-b9fc-0237fc16c9ca,mid,5,security,True,,tlahuac,19.290114,-99.012258,2026-05-23T01:55:41.405650
INC-000127,4aa20675-3ad2-494f-966e-d3f09766f5c1,critical,8,protection_civil,True,"violencia_sexual,violencia_familiar,arma_fuego",tlahuac,19.303326,-98.997924,2026-05-29T09:55:41.405650
INC-000128,57e6652b-558e-4ec3-a54c-2006f831475a,low,1,public_services,False,,tlahuac,19.295008,-99.01015,2026-05-26T13:04:41.405650
INC-000129,dff6f65d-7ff8-491a-a9eb-ee90a5ee7acd,low,1,public_services,False,,tlahuac,19.306395,-99.027457,2026-05-16T06:19:41.405650
INC-000130,2bb4a33f-f663-401c-be98-5faefbfe4365,low,1,victim_attention,False,,tlahuac,19.309766,-98.98946,2026-06-03T13:50:41.405650
INC-000131,c98be42a-cf2a-4121-8c76-9c6e3918d4a9,critical,9,medical,True,privacion_libertad,tlalpan,19.307172,-99.184248,2026-05-28T06:08:41.405650
INC-000132,71a0edcc-602d-4050-9549-63d0d6507151,low,1,medical,False,,tlalpan,19.293454,-99.189886,2026-05-13T12:43:41.405650
INC-000133,d91c6437-870f-42a9-a698-279b9eb37eb6,low,1,protection_civil,False,,tlalpan,19.295183,-99.151824,2026-05-31T12:23:41.405650
INC-000134,bd6e9e47-a16f-4b8a-8428-dd46e0a2b87e,critical,8,medical,True,"sangrado_grave,arma_fuego,inconsciente",tlalpan,19.299526,-99.190183,2026-05-29T10:32:41.405650
INC-000135,962128c4-c06e-486e-a2c5-3101e30e0b6d,low,1,public_services,False,,tlalpan,19.293642,-99.182216,2026-05-09T04:30:41.405650
INC-000136,3572a8bc-c065-47e9-99d1-53191ce0648b,mid,5,protection_civil,True,,tlalpan,19.299353,-99.189524,2026-05-16T03:07:41.405650
INC-000137,e747597a-6b1d-400b-91bd-e21cec13698d,low,1,victim_attention,False,,tlalpan,19.272645,-99.191565,2026-05-12T06:16:41.405650
INC-000138,ca2a0fe5-c717-4631-ad0a-f451281a76c3,critical,9,protection_civil,True,"incendio_activo,violencia_sexual",tlalpan,19.307227,-99.185237,2026-05-18T00:11:41.405650
INC-000139,55ac5439-b94d-41ba-bf32-818a70dbb053,mid,5,social_support,True,,tlalpan,19.273477,-99.160663,2026-05-08T09:39:41.405650
INC-000140,0d7646ea-4d62-4cce-ba16-6f82c0e2e611,low,1,social_support,False,,tlalpan,19.310907,-99.157751,2026-06-03T06:54:41.405650
INC-000141,ce6d839c-cd9d-448e-8a86-c79e59419c6b,low,1,public_services,False,,venustiano_carranza,19.424121,-99.11164,2026-05-18T22:30:41.405650
INC-000142,f2f664e8-c2ee-4c22-a56f-abf078de50c8,mid,5,victim_attention,True,,venustiano_carranza,19.419915,-99.096615,2026-05-17T01:03:41.405650
INC-000143,e0891c52-560a-427c-8ade-9f2d72dd3c58,low,1,medical,False,,venustiano_carranza,19.44666,-99.11825,2026-06-02T00:36:41.405650
INC-000144,5ba1981d-8de6-41fd-b3df-17fcca70704e,critical,9,medical,True,"arma_fuego,violencia_sexual,privacion_libertad",venustiano_carranza,19.439464,-99.111997,2026-05-25T07:57:41.405650
INC-000145,57499bef-d552-47ff-9dd6-640d280f78bc,critical,9,victim_attention,True,"violencia_sexual,arma_fuego,dificultad_respiratoria",venustiano_carranza,19.433906,-99.10782,2026-05-19T09:14:41.405650
INC-000146,76638f09-ea66-43eb-b6ec-517a4398395f,low,1,protection_civil,False,,venustiano_carranza,19.450952,-99.09888,2026-05-29T04:32:41.405650
INC-000147,6b94face-1559-4eb3-aa95-e5ee5c642882,low,1,victim_attention,False,,venustiano_carranza,19.437827,-99.118964,2026-06-01T19:12:41.405650
INC-000148,60346d2e-ac7b-499b-8f2a-3d57cacfb69e,mid,5,protection_civil,True,,venustiano_carranza,19.422722,-99.10189,2026-05-19T18:45:41.405650
INC-000149,b32d97d2-1608-4b6a-88b9-ecb3d4741621,low,1,security,False,,venustiano_carranza,19.437737,-99.115587,2026-05-19T16:01:41.405650
INC-000150,339ec824-d3af-4c0d-b1c2-57f734329e47,mid,5,social_support,True,,venustiano_carranza,19.426246,-99.106334,2026-06-01T22:43:41.405650
INC-000151,77e4a36c-8671-459f-b9d4-3218a8d1ea5e,critical,8,public_services,True,"sangrado_grave,dificultad_respiratoria,privacion_libertad",xochimilco,19.243225,-99.118507,2026-06-06T00:43:41.405650
INC-000152,b154dd49-7caf-4398-a836-b49d0b4a509f,low,1,public_services,False,,xochimilco,19.257483,-99.078275,2026-05-20T21:23:41.405650
INC-000153,c8bc4ff0-f4c1-451b-b372-0f1cd278b0d1,low,1,medical,False,,xochimilco,19.247824,-99.092659,2026-05-29T16:11:41.405650
INC-000154,1f381b4c-dde0-48a8-a265-fccd7925ed73,low,1,security,False,,xochimilco,19.271385,-99.106615,2026-05-14T16:40:41.405650
INC-000155,0bc49054-5343-4778-a4ca-ff6160651e33,low,1,social_support,False,,xochimilco,19.251027,-99.087793,2026-06-06T04:20:41.405650
INC-000156,b1ba7758-1d85-4f0b-b2c6-a6fc2b1eb32f,low,1,public_services,False,,xochimilco,19.27988,-99.081992,2026-05-21T09:35:41.405650
INC-000157,dc0d42d9-1c8e-42ee-92de-e015aa42d466,low,1,security,False,,xochimilco,19.280589,-99.089005,2026-05-28T13:51:41.405650
INC-000158,35ae5af6-8e8d-44f5-9da3-dad32a1db273,mid,5,medical,True,,xochimilco,19.268664,-99.103965,2026-05-22T01:38:41.405650
INC-000159,6abf9b59-350f-4c84-a01b-4a2cc8fda2c2,low,1,security,False,,xochimilco,19.242186,-99.108516,2026-05-08T07:36:41.405650
INC-000160,b1a76527-f520-446e-919f-44d96d10dd4a,low,1,protection_civil,False,,xochimilco,19.265808,-99.101998,2026-05-08T14:32:41.405650
